cvr,company_name,company_form,industry_nace,region,founded_year,employee_band,vat_frequency,has_subsidiaries,uses_target_software
DK94759732,FjordRaad A/S,ApS,96020,Midtjylland,2009,5-9,Monthly,False,1
DK27608467,HavStudio IVS,ENK,49410,Syddanmark,1996,1-4,Monthly,False,1
DK31323479,SkyHandel ApS,ApS,68203,Nordjylland,1996,0,Quarterly,False,1
DK64526399,SkovByg Holding ApS,ApS,86220,Syddanmark,2016,1-4,Quarterly,False,1
DK51665525,EngService Holding ApS,IVS,85590,Syddanmark,2002,1-4,Half-yearly,False,1
DK64085611,BjergKonsulent A/S,ApS,41200,Midtjylland,2024,5-9,Quarterly,False,1
DK45478953,AaaLogistik A/S,ApS,85590,Hovedstaden,2007,1-4,Half-yearly,False,1
DK60618665,SydData Holding ApS,ApS,62020,Syddanmark,2016,0,Half-yearly,False,0
DK41058900,NordLogistik ApS,ENK,46900,Midtjylland,2001,10-19,Quarterly,False,0
DK76579745,SydDesign ApS,A_S,47410,Hovedstaden,2006,1-4,Monthly,False,1
DK94549321,OestHuset A/S,ENK,01130,Hovedstaden,1993,5-9,Quarterly,False,1
DK68156124,BjergRaad A/S,ENK,71121,Hovedstaden,2008,0,Half-yearly,False,0
DK20277289,MarkMarked IVS,ApS,70220,Syddanmark,2014,5-9,Quarterly,False,0
DK45511300,LynSmede A/S,ENK,41200,Sjaelland,1995,0,Quarterly,False,0
DK12287452,BirkTek IVS,ApS,63110,Hovedstaden,1999,10-19,Monthly,False,1
DK75763768,MaaneSmede ApS,ApS,62020,Sjaelland,2018,20-49,Quarterly,False,1
DK48883258,SolKontor A/S,ApS,71121,Sjaelland,2023,10-19,Half-yearly,False,0
DK91172498,OestKonsulent IVS,ApS,70220,Midtjylland,2013,0,Monthly,False,0
DK76159607,KlippeKonsulent IVS,ApS,63110,Hovedstaden,1999,1-4,Monthly,False,1
DK54006410,MarkSmede Holding ApS,Holding,70220,Hovedstaden,1994,1-4,Quarterly,True,1
DK74214026,MarkSmede Holding ApS,ApS,70220,Hovedstaden,2014,5-9,Monthly,False,0
DK93290397,KlippeKontor ApS,ENK,69200,Syddanmark,2021,10-19,Quarterly,False,0
DK96315235,BirkBogholderi IVS,ApS,70220,Sjaelland,2019,0,Quarterly,False,0
DK20715515,LynRen IVS,ENK,56100,Hovedstaden,2008,0,Monthly,False,0
DK21995210,LynLabs A/S,ApS,69200,Midtjylland,2009,0,Half-yearly,False,0
DK79240639,AaaKonsulent IVS,ApS,68203,Hovedstaden,1996,50+,Quarterly,False,0
DK77342704,SkovLogistik A/S,ApS,49410,Hovedstaden,1998,20-49,Quarterly,False,1
DK69237436,SolHandel IVS,ApS,71121,Midtjylland,2011,1-4,Quarterly,False,1
DK21503042,HavDesign IVS,ApS,69200,Midtjylland,1997,0,Monthly,False,0
DK93604638,AaaHandel A/S,ApS,46900,Midtjylland,2024,1-4,Monthly,False,1
DK52821644,SolSystem ApS,ApS,96020,Nordjylland,2012,0,Half-yearly,False,1
DK14353068,EngService Holding ApS,ENK,41200,Sjaelland,2015,0,Quarterly,False,0
DK34096936,StjerneSystem A/S,ApS,86220,Nordjylland,2012,1-4,Quarterly,False,0
DK68781219,MaaneRegnskab ApS,ENK,46900,Hovedstaden,2002,0,Half-yearly,False,0
DK10871505,SydMarked Holding ApS,ApS,41200,Syddanmark,2010,0,Monthly,False,1
DK44857594,StjerneRegnskab ApS,ApS,69200,Hovedstaden,2003,1-4,Quarterly,False,1
DK12086766,SkovVaerk Holding ApS,ApS,47990,Hovedstaden,2006,10-19,Quarterly,False,0
DK11948758,SydMarked IVS,ApS,62020,Midtjylland,1994,0,Monthly,False,0
DK75028237,MaaneKonsulent A/S,ENK,56100,Hovedstaden,2024,1-4,Quarterly,False,0
DK57927711,BjergDesign IVS,ApS,01130,Midtjylland,2024,1-4,Quarterly,False,1
DK37759689,VestService A/S,A_S,62020,Midtjylland,2023,1-4,Quarterly,False,1
DK11772491,MarkData A/S,A_S,43210,Syddanmark,2011,1-4,Monthly,False,0
DK72127702,SoeDesign IVS,ApS,62010,Hovedstaden,2002,5-9,Monthly,False,1
DK75791908,BirkKonsult A/S,ApS,47990,Midtjylland,1999,0,Monthly,False,0
DK68356550,HavRaad IVS,ENK,62010,Hovedstaden,1997,1-4,Quarterly,False,1
DK38484470,MarkAdvice A/S,ApS,68203,Hovedstaden,2009,0,Quarterly,False,0
DK38940319,BjergHandel IVS,ENK,62020,Nordjylland,2009,1-4,Quarterly,False,0
DK98322734,MarkMarked ApS,ApS,68203,Syddanmark,2021,1-4,Half-yearly,False,1
DK16809351,LynSmede ApS,A_S,86220,Nordjylland,2011,20-49,Half-yearly,True,0
DK22713166,HavService Holding ApS,ApS,43210,Hovedstaden,1990,1-4,Quarterly,False,0
DK99792216,EngKonsult IVS,ApS,85590,Sjaelland,2011,0,Half-yearly,False,0
DK95174956,MarkService IVS,ENK,86220,Midtjylland,2005,1-4,Quarterly,False,1
DK56135710,StjerneAdvice IVS,Holding,68203,Nordjylland,1991,50+,Quarterly,True,0
DK48471633,SoeData A/S,ApS,63110,Midtjylland,2021,10-19,Quarterly,False,1
DK71634867,SydDesign Holding ApS,ENK,43210,Hovedstaden,2007,1-4,Quarterly,False,1
DK40779780,VestVaerk Holding ApS,ApS,62010,Nordjylland,2019,1-4,Monthly,False,0
DK89823804,BjergAdvice IVS,ApS,43210,Hovedstaden,2022,5-9,Quarterly,False,0
DK17998869,NordDesign Holding ApS,IVS,62020,Hovedstaden,1994,1-4,Quarterly,False,1
DK44650033,BirkHuset Holding ApS,ApS,46900,Midtjylland,2002,0,Quarterly,False,0
DK28612591,SoeStudio Holding ApS,ApS,43210,Midtjylland,2014,0,Monthly,False,0
DK68866287,FjordMarked IVS,ApS,71121,Syddanmark,2021,50+,Quarterly,False,1
DK57869040,BirkLabs ApS,A_S,46900,Nordjylland,1995,1-4,Quarterly,False,1
DK96729168,LynLogistik A/S,ApS,85590,Nordjylland,2009,1-4,Quarterly,False,1
DK72515688,KlintByg IVS,ENK,86220,Midtjylland,2024,0,Quarterly,False,0
DK46751877,BirkLabs IVS,ApS,47410,Syddanmark,2007,1-4,Quarterly,False,0
DK96371947,SydTek A/S,ApS,43210,Syddanmark,1998,1-4,Quarterly,False,1
DK51671380,SkovSmede IVS,ApS,68203,Sjaelland,2013,0,Quarterly,False,0
DK78451991,NordTek A/S,ApS,62010,Midtjylland,2013,1-4,Quarterly,False,1
DK60823637,SolRen Holding ApS,ApS,62010,Sjaelland,1998,10-19,Monthly,False,0
DK68944178,MarkTal ApS,A_S,62010,Hovedstaden,2017,0,Quarterly,False,0
DK32881420,VestTek IVS,ENK,41200,Syddanmark,2001,1-4,Quarterly,False,1
DK62450370,NordKonsulent Holding ApS,ENK,70220,Hovedstaden,2014,5-9,Quarterly,False,0
DK63028568,KlintMarked IVS,ApS,85590,Nordjylland,2012,10-19,Monthly,False,1
DK41629834,EngMarked A/S,ApS,41200,Hovedstaden,2019,1-4,Quarterly,False,1
DK33552382,BirkMarked A/S,ENK,69200,Hovedstaden,1998,1-4,Monthly,False,1
DK48484540,StjerneStudio IVS,Holding,49410,Hovedstaden,2020,5-9,Quarterly,True,1
DK92441188,LynLabs IVS,ApS,85590,Nordjylland,2020,1-4,Quarterly,False,1
DK74159186,NordRegnskab Holding ApS,ApS,63110,Sjaelland,2002,0,Quarterly,False,0
DK14170297,SolSystem IVS,ApS,70220,Hovedstaden,1996,10-19,Quarterly,False,0
DK71748195,MaaneByg A/S,ApS,69200,Nordjylland,2016,0,Monthly,False,0
DK64442749,HavRen A/S,IVS,62020,Hovedstaden,2001,5-9,Quarterly,False,1
DK68339442,BjergAdvice Holding ApS,Holding,62020,Hovedstaden,2014,1-4,Half-yearly,True,1
DK46239320,KlintAdvice ApS,ENK,68203,Nordjylland,2001,0,Quarterly,False,0
DK40379161,HavLabs IVS,A_S,70220,Midtjylland,2005,1-4,Quarterly,False,0
DK51080761,SkovService ApS,ApS,70220,Hovedstaden,2015,0,Quarterly,False,0
DK59229940,FjordHandel ApS,ApS,47990,Syddanmark,1998,5-9,Quarterly,False,0
DK76687086,KlintData A/S,ApS,46900,Syddanmark,2010,0,Monthly,False,0
DK51769077,SkyTek Holding ApS,ApS,68203,Syddanmark,2016,5-9,Quarterly,False,1
DK86126562,VestTal A/S,ApS,85590,Hovedstaden,1996,1-4,Quarterly,False,1
DK34602863,KlippeTek ApS,Holding,71121,Midtjylland,1994,20-49,Monthly,True,0
DK33985155,EngTal A/S,ApS,70220,Syddanmark,2001,0,Half-yearly,False,0
DK69029383,KlippeAdvice ApS,ApS,90030,Nordjylland,2017,1-4,Quarterly,False,1
DK45314359,FjordRegnskab Holding ApS,A_S,56100,Hovedstaden,1992,20-49,Quarterly,True,1
DK98628266,SydVaerk A/S,ApS,68203,Midtjylland,2023,1-4,Half-yearly,False,1
DK83481252,AaaHuset IVS,ENK,62010,Midtjylland,2004,0,Quarterly,False,0
DK27439432,HavStudio A/S,IVS,01130,Hovedstaden,1992,10-19,Quarterly,False,0
DK81598748,SydLabs A/S,IVS,41200,Hovedstaden,2005,0,Quarterly,False,0
DK25092209,EngSmede ApS,ApS,62020,Syddanmark,2024,1-4,Quarterly,False,1
DK89325486,HavTal Holding ApS,ENK,43210,Midtjylland,2014,1-4,Quarterly,False,1
DK71007792,SolSmede IVS,ApS,56100,Hovedstaden,2018,10-19,Half-yearly,False,0
DK90550893,EngRegnskab ApS,ApS,62010,Midtjylland,1998,5-9,Quarterly,False,0
DK67329133,LynVaerk IVS,ApS,71121,Hovedstaden,2003,0,Quarterly,False,0
DK47434728,AaaBogholderi IVS,ENK,96020,Sjaelland,2008,20-49,Half-yearly,False,0
DK28178994,KlintMarked A/S,Holding,69200,Midtjylland,2016,5-9,Half-yearly,True,1
DK40002423,MarkKonsulent ApS,ENK,71121,Hovedstaden,2023,0,Monthly,False,0
DK60338919,NordLogistik Holding ApS,ApS,70220,Hovedstaden,2024,20-49,Quarterly,False,0
DK46396552,KlintVaerk A/S,ApS,69200,Nordjylland,1999,5-9,Quarterly,False,1
DK31684840,MaaneByg ApS,ApS,49410,Hovedstaden,2010,0,Quarterly,False,0
DK19082943,StjerneTal ApS,ApS,85590,Syddanmark,2014,20-49,Quarterly,False,1
DK63203246,FjordSmede ApS,Holding,62010,Hovedstaden,1990,1-4,Monthly,True,0
DK94638125,VestStudio Holding ApS,ApS,90030,Hovedstaden,2009,1-4,Quarterly,False,0
DK28838287,FjordDesign ApS,ApS,10710,Syddanmark,2017,20-49,Quarterly,False,1
DK77748224,EngByg Holding ApS,ENK,69200,Syddanmark,2024,10-19,Quarterly,False,0
DK68168459,SydLabs ApS,ENK,96020,Midtjylland,1993,10-19,Half-yearly,False,0
DK86880517,OestKontor Holding ApS,ApS,62010,Sjaelland,2009,1-4,Quarterly,False,1
DK53981843,SoeTek Holding ApS,ApS,90030,Nordjylland,1993,50+,Half-yearly,False,0
DK68338722,SkovByg ApS,A_S,41200,Midtjylland,1998,0,Half-yearly,False,0
DK40522600,EngData ApS,ApS,41200,Nordjylland,1995,0,Monthly,False,0
DK50690780,LynMarked Holding ApS,ApS,62010,Hovedstaden,1999,1-4,Quarterly,False,0
DK78569941,HavMarked Holding ApS,A_S,49410,Syddanmark,1996,0,Quarterly,False,0
DK75497974,AaaSystem A/S,ApS,62010,Syddanmark,1995,20-49,Quarterly,False,0
DK95005604,SkovMarked A/S,ENK,63110,Hovedstaden,2022,1-4,Half-yearly,False,0
DK64790657,BirkTal Holding ApS,ApS,62020,Nordjylland,1997,5-9,Quarterly,False,1
DK37267844,SkovData ApS,ApS,85590,Midtjylland,2012,1-4,Quarterly,False,1
DK40421334,SoeAdvice A/S,ApS,62020,Hovedstaden,2013,1-4,Quarterly,False,1
DK29810048,MaaneService A/S,ApS,49410,Midtjylland,2010,1-4,Quarterly,False,0
DK31706497,HavHuset A/S,ENK,41200,Syddanmark,2016,0,Quarterly,False,1
DK80927052,FjordKonsulent Holding ApS,ApS,62010,Hovedstaden,2003,5-9,Quarterly,False,1
DK58568144,SydData Holding ApS,A_S,62010,Syddanmark,1996,1-4,Quarterly,False,1
DK96526149,SoeLogistik A/S,ApS,62010,Hovedstaden,2021,1-4,Quarterly,False,1
DK66156500,StjerneRen ApS,ApS,43210,Midtjylland,2007,1-4,Monthly,False,1
DK75329568,BjergByg ApS,ENK,86220,Sjaelland,2013,1-4,Quarterly,False,1
DK63379747,AaaKontor Holding ApS,Holding,63110,Sjaelland,2014,1-4,Quarterly,True,1
DK22229673,BirkByg A/S,Holding,96020,Syddanmark,2002,1-4,Quarterly,True,0
DK47297247,SoeRen Holding ApS,ENK,62010,Midtjylland,1994,1-4,Quarterly,False,1
DK82537682,FjordVaerk ApS,ApS,86220,Nordjylland,2000,0,Quarterly,False,1
DK64707211,AaaLogistik ApS,ApS,49410,Nordjylland,2000,10-19,Quarterly,False,1
DK12919112,BirkStudio Holding ApS,ApS,85590,Sjaelland,1993,0,Half-yearly,False,1
DK45214246,NordData A/S,ApS,56100,Hovedstaden,2007,0,Quarterly,False,1
DK58273216,SoeAdvice ApS,A_S,96020,Midtjylland,2003,0,Quarterly,False,1
DK94568761,AaaService A/S,ApS,62010,Nordjylland,2004,5-9,Monthly,False,1
DK44814933,SydHuset Holding ApS,ApS,62020,Midtjylland,2023,1-4,Quarterly,False,1
DK93312753,SoeHuset A/S,ApS,62020,Syddanmark,2017,5-9,Quarterly,False,1
DK23050581,StjerneSmede Holding ApS,ApS,47410,Hovedstaden,2006,0,Quarterly,False,1
DK10774445,KlippeService Holding ApS,ENK,47990,Midtjylland,2016,1-4,Quarterly,False,1
DK45380195,AaaLabs A/S,ApS,41200,Midtjylland,2004,5-9,Monthly,False,1
DK19011359,BirkRen Holding ApS,A_S,01130,Hovedstaden,2006,1-4,Monthly,False,0
DK92686996,VestLogistik A/S,ApS,62020,Sjaelland,2002,1-4,Monthly,False,1
DK53773728,MarkByg ApS,ApS,47990,Midtjylland,2000,20-49,Quarterly,False,1
DK67585905,BirkData A/S,ApS,62020,Hovedstaden,1993,0,Quarterly,False,0
DK46710968,EngRegnskab ApS,ApS,63110,Syddanmark,2010,1-4,Quarterly,False,1
DK66429534,EngVaerk ApS,ENK,56100,Hovedstaden,2000,1-4,Half-yearly,False,0
DK57102704,MaaneKonsult Holding ApS,ENK,90030,Midtjylland,1990,0,Monthly,False,0
DK53615524,StjerneSmede IVS,ApS,43210,Nordjylland,2007,10-19,Monthly,False,0
DK39917655,StjerneBogholderi A/S,ApS,62010,Hovedstaden,2009,0,Quarterly,False,0
DK85276407,StjerneBogholderi IVS,IVS,43210,Syddanmark,1996,5-9,Quarterly,False,0
DK40537514,SolVaerk Holding ApS,ApS,62010,Syddanmark,2004,0,Quarterly,False,1
DK50293881,VestDesign IVS,A_S,10710,Syddanmark,2002,1-4,Quarterly,False,1
DK48787513,MaaneKonsult ApS,Holding,56100,Syddanmark,1992,5-9,Quarterly,True,0
DK74131827,MarkLogistik A/S,ENK,62020,Midtjylland,2000,0,Quarterly,False,0
DK36392538,KlintService Holding ApS,ApS,62010,Midtjylland,2013,0,Quarterly,False,1
DK69023305,FjordRaad ApS,ApS,62020,Syddanmark,2008,10-19,Quarterly,False,1
DK25839970,NordStudio ApS,Holding,90030,Midtjylland,2001,1-4,Quarterly,True,1
DK81875011,StjerneMarked ApS,ENK,71121,Midtjylland,2003,1-4,Quarterly,False,0
DK79753227,NordSystem IVS,ApS,85590,Midtjylland,1996,10-19,Monthly,False,0
DK23765332,HavRaad A/S,ENK,41200,Hovedstaden,2023,0,Half-yearly,False,0
DK13086931,AaaTal A/S,A_S,43210,Midtjylland,1996,1-4,Quarterly,False,1
DK55282049,FjordKonsulent Holding ApS,ApS,62020,Sjaelland,1991,1-4,Quarterly,False,1
DK44912860,LynRegnskab Holding ApS,ApS,68203,Sjaelland,2002,1-4,Quarterly,False,0
DK84425932,SoeKonsulent IVS,ApS,69200,Midtjylland,2010,0,Half-yearly,False,0
DK40651974,LynKonsulent Holding ApS,ENK,43210,Sjaelland,2017,5-9,Half-yearly,False,1
DK92289485,NordKonsulent IVS,ApS,56100,Hovedstaden,1995,0,Quarterly,False,0
DK40729794,HavKontor A/S,IVS,41200,Hovedstaden,1990,5-9,Half-yearly,False,0
DK55056956,HavRaad A/S,ApS,68203,Syddanmark,2017,1-4,Half-yearly,False,0
DK52785460,BjergLabs IVS,IVS,62020,Nordjylland,2003,0,Quarterly,False,0
DK72537365,BirkByg A/S,ENK,47410,Syddanmark,1998,5-9,Monthly,False,0
DK67067380,LynRen ApS,ENK,70220,Nordjylland,1999,5-9,Monthly,False,0
DK38272129,BirkRaad Holding ApS,ApS,71121,Syddanmark,2000,0,Quarterly,False,0
DK40209825,BjergSmede A/S,ENK,62010,Midtjylland,2001,5-9,Quarterly,False,1
DK76331971,KlippeKontor Holding ApS,ApS,62020,Hovedstaden,2020,5-9,Quarterly,False,1
DK51391340,SolService Holding ApS,ApS,63110,Syddanmark,2020,1-4,Quarterly,False,1
DK82225676,MaaneBogholderi IVS,A_S,69200,Syddanmark,2023,20-49,Monthly,True,0
DK50947269,SkovSystem IVS,A_S,70220,Syddanmark,2023,0,Monthly,False,1
DK49412426,SkovRegnskab Holding ApS,ApS,43210,Syddanmark,1998,0,Monthly,False,1
DK38638244,SoeRaad A/S,ApS,41200,Syddanmark,2012,0,Quarterly,False,0
DK36906198,SolRaad IVS,ApS,70220,Sjaelland,1997,0,Quarterly,False,0
DK26761972,EngDesign A/S,ApS,70220,Hovedstaden,2013,0,Monthly,False,0
DK26023501,MarkDesign ApS,IVS,62020,Syddanmark,2019,5-9,Monthly,False,1
DK86885928,SkyKonsult Holding ApS,ApS,43210,Sjaelland,2022,0,Half-yearly,False,0
DK67339365,KlippeSystem ApS,ApS,69200,Hovedstaden,2022,0,Quarterly,False,0
DK56337489,BirkLabs ApS,ApS,62010,Hovedstaden,2006,1-4,Quarterly,False,1
DK51424240,NordKonsult IVS,A_S,70220,Nordjylland,2004,0,Half-yearly,False,0
DK23578901,SydService IVS,ApS,71121,Syddanmark,2001,0,Quarterly,False,0
DK93130962,MarkData IVS,ApS,63110,Syddanmark,2002,50+,Quarterly,False,0
DK13395644,SkyAdvice Holding ApS,ENK,43210,Hovedstaden,2012,0,Monthly,False,0
DK79857623,FjordService ApS,ENK,46900,Syddanmark,2018,5-9,Quarterly,False,1
DK46478134,SoeByg IVS,ApS,56100,Hovedstaden,1994,0,Quarterly,False,0
DK13179469,OestRen A/S,ApS,41200,Hovedstaden,2013,0,Quarterly,False,0
DK30111466,MaaneRegnskab ApS,ApS,41200,Hovedstaden,2007,1-4,Quarterly,False,1
DK13191285,SydSmede A/S,ApS,69200,Hovedstaden,2011,0,Quarterly,False,0
DK43268584,SydAdvice ApS,ApS,85590,Syddanmark,2015,0,Monthly,False,1
DK77563228,FjordRegnskab IVS,ApS,46900,Nordjylland,2000,5-9,Quarterly,False,1
DK11879345,MaaneAdvice IVS,ApS,70220,Syddanmark,2022,0,Quarterly,False,1
DK80646476,SoeKonsult IVS,ApS,43210,Midtjylland,1991,1-4,Monthly,False,1
DK72700693,FjordByg Holding ApS,IVS,70220,Midtjylland,1990,1-4,Quarterly,False,1
DK84614669,SkyVaerk Holding ApS,ApS,47410,Hovedstaden,1997,5-9,Monthly,False,0
DK11243468,OestRen IVS,ApS,47990,Midtjylland,1998,1-4,Quarterly,False,1
DK60856099,BjergData Holding ApS,ENK,10710,Nordjylland,1993,50+,Quarterly,False,0
DK55562102,StjerneVaerk Holding ApS,A_S,49410,Midtjylland,1993,0,Quarterly,False,0
DK32698385,KlippeDesign ApS,ApS,47410,Syddanmark,1994,20-49,Quarterly,False,0
DK31051877,MarkStudio IVS,ENK,46900,Midtjylland,1998,10-19,Quarterly,False,0
DK22208874,HavBogholderi ApS,ApS,86220,Hovedstaden,2001,1-4,Monthly,False,1
DK80695147,NordTek Holding ApS,ENK,69200,Nordjylland,1996,1-4,Half-yearly,False,1
DK96632885,SkovMarked IVS,Holding,96020,Midtjylland,1990,1-4,Quarterly,True,0
DK17983077,StjerneByg A/S,ENK,47410,Midtjylland,2000,1-4,Half-yearly,False,0
DK26076575,EngMarked ApS,ENK,62010,Syddanmark,2007,20-49,Monthly,False,0
DK61020797,BjergKontor A/S,ApS,62010,Hovedstaden,1992,0,Quarterly,False,0
DK63917061,SkyByg ApS,ApS,96020,Midtjylland,2021,0,Quarterly,False,0
DK27285289,OestLabs ApS,Holding,62010,Syddanmark,2010,1-4,Quarterly,True,1
DK32789407,SkyStudio A/S,ENK,69200,Sjaelland,2023,20-49,Half-yearly,False,0
DK45846666,VestHandel IVS,ApS,69200,Sjaelland,1997,1-4,Quarterly,False,1
DK79659893,SolTek Holding ApS,ENK,62020,Midtjylland,1991,0,Quarterly,False,0
DK82151751,BjergSystem ApS,ENK,69200,Syddanmark,2000,20-49,Monthly,False,0
DK13245449,HavRen ApS,IVS,47990,Midtjylland,2008,5-9,Quarterly,False,1
DK60593173,SkyMarked IVS,ApS,62010,Hovedstaden,2014,0,Monthly,False,0
DK95287917,EngLabs Holding ApS,ENK,96020,Midtjylland,2001,1-4,Quarterly,False,0
DK34050350,BjergByg IVS,ApS,01130,Sjaelland,2004,1-4,Quarterly,False,1
DK77263035,KlippeBogholderi A/S,ApS,70220,Hovedstaden,2021,10-19,Quarterly,False,1
DK75110476,BirkRen IVS,ApS,62020,Sjaelland,2016,5-9,Quarterly,False,1
DK82857695,KlippeRaad Holding ApS,ApS,43210,Hovedstaden,2011,20-49,Quarterly,False,1
DK37363241,VestKontor Holding ApS,ApS,62010,Midtjylland,1997,0,Quarterly,False,1
DK24210497,LynKontor ApS,ENK,70220,Hovedstaden,2005,1-4,Half-yearly,False,0
DK79355318,FjordAdvice ApS,ApS,68203,Syddanmark,2007,5-9,Quarterly,False,1
DK43178962,SydVaerk Holding ApS,ENK,90030,Hovedstaden,2012,1-4,Half-yearly,False,0
DK96785750,KlintHandel ApS,ENK,85590,Hovedstaden,2007,1-4,Monthly,False,1
DK66259905,SoeKonsulent Holding ApS,ENK,69200,Syddanmark,2000,5-9,Quarterly,False,0
DK91528710,BirkData ApS,ENK,56100,Sjaelland,2009,1-4,Half-yearly,False,1
DK48537522,KlintMarked ApS,ApS,56100,Syddanmark,1991,1-4,Half-yearly,False,0
DK13360648,KlippeRegnskab ApS,ENK,70220,Hovedstaden,2019,0,Quarterly,False,1
DK12901112,FjordTal Holding ApS,ApS,41200,Midtjylland,2012,5-9,Quarterly,False,1
DK18131039,SolKonsult A/S,ENK,62010,Midtjylland,2013,5-9,Quarterly,False,1
DK75054691,LynKonsulent ApS,ENK,62020,Midtjylland,2018,1-4,Monthly,False,0
DK51543627,SolSystem Holding ApS,ApS,46900,Syddanmark,2016,10-19,Quarterly,False,1
DK13996630,AaaSystem ApS,IVS,62020,Sjaelland,2000,1-4,Quarterly,False,0
DK18020327,StjerneTal Holding ApS,ApS,62020,Sjaelland,1994,1-4,Monthly,False,0
DK85259646,SolMarked A/S,ENK,96020,Nordjylland,1999,5-9,Monthly,False,1
DK54282645,KlippeStudio Holding ApS,ENK,90030,Hovedstaden,2012,10-19,Quarterly,False,0
DK41236179,BjergStudio ApS,IVS,46900,Midtjylland,1994,5-9,Quarterly,False,1
DK48943220,FjordByg ApS,ApS,96020,Hovedstaden,2001,5-9,Quarterly,False,1
DK12210525,NordSystem A/S,ApS,90030,Midtjylland,2020,0,Quarterly,False,0
DK44555869,OestMarked ApS,A_S,62020,Hovedstaden,1999,1-4,Quarterly,False,1
DK97310419,SolHuset Holding ApS,ApS,70220,Syddanmark,1999,1-4,Quarterly,False,1
DK57643286,StjerneHuset Holding ApS,ENK,70220,Sjaelland,2008,0,Half-yearly,False,1
DK49029741,StjerneHandel ApS,ApS,62010,Syddanmark,1992,1-4,Quarterly,False,1
DK80904535,MarkRaad IVS,A_S,47990,Midtjylland,1995,20-49,Half-yearly,True,0
DK68461054,NordSystem ApS,A_S,70220,Sjaelland,1997,1-4,Quarterly,False,1
DK82929353,BjergByg IVS,A_S,71121,Hovedstaden,2015,1-4,Quarterly,False,1
DK14485918,BirkDesign IVS,ApS,62020,Syddanmark,2009,5-9,Quarterly,False,1
DK56989506,SydRaad A/S,ApS,62020,Nordjylland,1998,1-4,Quarterly,False,0
DK14193326,SkyLogistik Holding ApS,ApS,49410,Midtjylland,2006,1-4,Quarterly,False,1
DK21214644,AaaVaerk A/S,ApS,62010,Hovedstaden,2005,1-4,Quarterly,False,1
DK96646945,BirkSystem IVS,ApS,63110,Syddanmark,2000,10-19,Quarterly,False,0
DK46083374,EngRaad ApS,ApS,69200,Nordjylland,2011,0,Quarterly,False,1
DK65192929,KlippeSystem IVS,ENK,47410,Syddanmark,2016,5-9,Quarterly,False,0
DK32075531,HavKontor A/S,ApS,43210,Hovedstaden,1999,1-4,Half-yearly,False,1
DK79871451,KlintRaad A/S,ApS,47410,Sjaelland,2007,0,Quarterly,False,0
DK48825314,OestSystem ApS,ENK,62010,Midtjylland,2014,1-4,Half-yearly,False,1
DK97993850,MarkHuset ApS,ENK,63110,Midtjylland,1994,0,Monthly,False,0
DK80877520,SoeKontor IVS,Holding,96020,Hovedstaden,2001,5-9,Quarterly,True,1
DK37461075,SkySmede ApS,ENK,41200,Midtjylland,1998,0,Half-yearly,False,0
DK78589708,HavRaad IVS,ApS,41200,Syddanmark,2013,0,Quarterly,False,1
DK31751301,NordHuset A/S,A_S,41200,Midtjylland,1998,5-9,Quarterly,False,0
DK34324660,SolAdvice IVS,ApS,85590,Nordjylland,2014,10-19,Monthly,False,0
DK74300790,LynTal A/S,ENK,62010,Nordjylland,1996,0,Half-yearly,False,0
DK19202048,BjergDesign A/S,ENK,70220,Hovedstaden,2019,10-19,Half-yearly,False,0
DK95477061,LynRaad IVS,ApS,46900,Hovedstaden,2009,10-19,Quarterly,False,1
DK96425910,StjerneStudio ApS,ENK,69200,Sjaelland,2006,1-4,Half-yearly,False,0
DK45307763,SoeSystem A/S,ApS,96020,Midtjylland,2008,0,Monthly,False,0
DK85908916,SkovBogholderi ApS,ApS,71121,Syddanmark,2022,0,Quarterly,False,0
DK30414109,FjordKonsulent ApS,ApS,85590,Syddanmark,2016,1-4,Monthly,False,0
DK95455836,SoeSystem ApS,ENK,01130,Midtjylland,1998,1-4,Quarterly,False,0
DK57712563,KlippeRegnskab Holding ApS,A_S,47410,Hovedstaden,2016,1-4,Quarterly,False,0
DK43776770,FjordVaerk Holding ApS,ApS,49410,Sjaelland,1992,1-4,Quarterly,False,0
DK10380333,SkovHandel IVS,ApS,43210,Syddanmark,2019,0,Quarterly,False,0
DK76098508,NordData Holding ApS,ENK,01130,Syddanmark,1997,5-9,Quarterly,False,0
DK98473497,VestKonsult A/S,A_S,69200,Hovedstaden,2017,1-4,Quarterly,False,0
DK12751217,SoeTek IVS,A_S,47410,Midtjylland,2011,1-4,Quarterly,False,1
DK17576068,VestDesign ApS,ENK,46900,Syddanmark,2024,10-19,Quarterly,False,1
DK21693338,SydHandel IVS,ApS,62010,Sjaelland,2023,1-4,Quarterly,False,1
DK89801388,SkyRen ApS,ApS,70220,Hovedstaden,2020,1-4,Quarterly,False,1
DK25620185,EngStudio A/S,IVS,49410,Syddanmark,1998,0,Half-yearly,False,0
DK69598236,StjerneKonsulent A/S,A_S,41200,Midtjylland,2012,5-9,Quarterly,False,0
DK90559844,BjergService IVS,ApS,62020,Sjaelland,2006,5-9,Quarterly,False,0
DK57495535,StjerneRaad ApS,ApS,69200,Hovedstaden,2012,5-9,Quarterly,False,1
DK59265929,OestLabs IVS,A_S,62020,Midtjylland,1991,5-9,Quarterly,False,0
